PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"36348348","Effect of pharmacological treatment on outcomes of heart failure with preserved ejection fraction: an updated systematic review and network meta-analysis of randomized controlled trials","Lin Y, Cai Z, Yuan J, Liu H, Pang X, Chen Q, Tang X, Geng Q, Dong S.","Cardiovasc Diabetol. 2022 Nov 8;21(1):237. doi: 10.1186/s12933-022-01679-2.","Lin Y","Cardiovasc Diabetol","2022","2022/11/08","PMC9644566","","10.1186/s12933-022-01679-2"
"36345156","Single-shot regional anesthesia for laparoscopic cholecystectomies: a systematic review and network meta-analysis","De Cassai A, Sella N, Geraldini F, Tulgar S, Ahiskalioglu A, Dost B, Manfrin S, Karapinar YE, Paganini G, Beldagli M, Luoni V, Ordulu BBK, Boscolo A, Navalesi P.","Korean J Anesthesiol. 2023 Feb;76(1):34-46. doi: 10.4097/kja.22366. Epub 2022 Nov 8.","De Cassai A","Korean J Anesthesiol","2023","2022/11/08","PMC9902189","","10.4097/kja.22366"
"36344246","Anxiety and depression in lung cancer: effect of psychological interventions - network meta-analysis","Yuan D, Huang Y, Wu J, Guo Z, Li S, Zhang Y.","BMJ Support Palliat Care. 2024 Jan 8;13(e3):e554-e560. doi: 10.1136/spcare-2022-003808.","Yuan D","BMJ Support Palliat Care","2024","2022/11/07","","","10.1136/spcare-2022-003808"
"36342658","Efficacy of COVID-19 vaccines: a systematic review and network meta-analysis of phase 3 randomized controlled trials","Kumar S, Saikia D, Bankar M, Saurabh MK, Singh H, Varikasuvu SR, Maharshi V.","Pharmacol Rep. 2022 Dec;74(6):1228-1237. doi: 10.1007/s43440-022-00429-1. Epub 2022 Nov 7.","Kumar S","Pharmacol Rep","2022","2022/11/07","PMC9640819","","10.1007/s43440-022-00429-1"
"36342528","Antiplatelet therapy for secondary prevention of lacunar stroke: a systematic review and network meta-analysis","Hou X, Cen K, Cui Y, Zhang Y, Feng X.","Eur J Clin Pharmacol. 2023 Jan;79(1):63-70. doi: 10.1007/s00228-022-03413-z. Epub 2022 Nov 7.","Hou X","Eur J Clin Pharmacol","2023","2022/11/07","","","10.1007/s00228-022-03413-z"
"36342504","Screening strategies for atrial fibrillation in the elderly population: a systematic review and network meta-analysis","Whitfield R, Ascenção R, da Silva GL, Almeida AG, Pinto FJ, Caldeira D.","Clin Res Cardiol. 2023 Jun;112(6):705-715. doi: 10.1007/s00392-022-02117-9. Epub 2022 Nov 7.","Whitfield R","Clin Res Cardiol","2023","2022/11/07","","","10.1007/s00392-022-02117-9"
"36341839","Comparative efficacy of omega-3 polyunsaturated fatty acids on major cardiovascular events: A network meta-analysis of randomized controlled trials","Yang B, Tseng PT, Hu X, Zeng BY, Chang JP, Liu Y, Chu WJ, Zhang SS, Zhou ZL, Chu CS, Chang CH, Tu YK, Wu YC, Stubbs B, Carvalho AF, Lin PY, Matsuoka YJ, Suen MW, Su KP.","Prog Lipid Res. 2022 Nov;88:101196. doi: 10.1016/j.plipres.2022.101196. Epub 2022 Oct 28.","Yang B","Prog Lipid Res","2022","2022/11/07","","","10.1016/j.plipres.2022.101196"
"36341572","Comparison of different methods of obturator nerve block in transurethral resection of bladder tumors: A systematic review and network meta-analysis","Wu J, Gao Y, Xiong Z, Xiao X, Yang J, Yang X, Huang Y.","Cancer Med. 2023 Mar;12(5):5420-5435. doi: 10.1002/cam4.5364. Epub 2022 Nov 7.","Wu J","Cancer Med","2023","2022/11/07","PMC10028043","","10.1002/cam4.5364"
"36336619","Comparative effectiveness of devices for transcatheter closure of atrial septal defects: Systematic review and network meta-analysis","Vishwanath V, Akseer S, Frankfurter C, Reza S, Farrell A, Horlick E, Abrahamyan L.","Arch Cardiovasc Dis. 2022 Dec;115(12):664-674. doi: 10.1016/j.acvd.2022.09.002. Epub 2022 Oct 22.","Vishwanath V","Arch Cardiovasc Dis","2022","2022/11/06","","","10.1016/j.acvd.2022.09.002"
"36336608","Comparative efficacy and safety of resection techniques for treating 6 to 20mm, nonpedunculated colorectal polyps: A systematic review and network meta-analysis","Tziatzios G, Papaefthymiou A, Facciorusso A, Papanikolaou IS, Antonelli G, Marco S, Frazzoni L, Fuccio L, Paraskeva KD, Hassan C, Repici A, Sharma P, Rex DK, Triantafyllou K, Messmann H, Gkolfakis P.","Dig Liver Dis. 2023 Jul;55(7):856-864. doi: 10.1016/j.dld.2022.10.011. Epub 2022 Nov 4.","Tziatzios G","Dig Liver Dis","2023","2022/11/06","","","10.1016/j.dld.2022.10.011"
"36335326","Network meta-analysis on the effects of finerenone versus SGLT2 inhibitors and GLP-1 receptor agonists on cardiovascular and renal outcomes in patients with type 2 diabetes mellitus and chronic kidney disease","Zhang Y, Jiang L, Wang J, Wang T, Chien C, Huang W, Fu X, Xiao Y, Fu Q, Wang S, Zhao J.","Cardiovasc Diabetol. 2022 Nov 5;21(1):232. doi: 10.1186/s12933-022-01676-5.","Zhang Y","Cardiovasc Diabetol","2022","2022/11/06","PMC9637313","","10.1186/s12933-022-01676-5"
"36332950","Comparative efficacy and complications of long-acting and intermediate-acting insulin regimens for adults with type 1 diabetes: an individual patient data network meta-analysis","Veroniki AA, Seitidis G, Stewart L, Clarke M, Tudur-Smith C, Mavridis D, Yu CH, Moja L, Straus SE, Tricco AC.","BMJ Open. 2022 Nov 4;12(11):e058034. doi: 10.1136/bmjopen-2021-058034.","Veroniki AA","BMJ Open","2022","2022/11/04","PMC9639076","","10.1136/bmjopen-2021-058034"
"36332593","Varenicline and related interventions on smoking cessation: A systematic review and network meta-analysis","Guo K, Zhou L, Shang X, Yang C, E F, Wang Y, Xu M, Wu Y, Li Y, Li M, Yang K, Li X.","Drug Alcohol Depend. 2022 Dec 1;241:109672. doi: 10.1016/j.drugalcdep.2022.109672. Epub 2022 Oct 23.","Guo K","Drug Alcohol Depend","2022","2022/11/04","","","10.1016/j.drugalcdep.2022.109672"
"36332095","The optimal dose of oral tranexamic acid in melasma: A network meta-analysis","Wang WJ, Wu TY, Tu YK, Kuo KL, Tsai CY, Chie WC.","Indian J Dermatol Venereol Leprol. 2023 Jan-Mar;89(2):189-194. doi: 10.25259/IJDVL_530_2021.","Wang WJ","Indian J Dermatol Venereol Leprol","2023","2022/11/04","","","10.25259/IJDVL_530_2021"
"36330696","Upper limb manual training for children with cerebral palsy: A systematic review and network meta-analysis of randomized controlled trials","Yang FA, Lee TH, Huang SW, Liou TH, Escorpizo R, Chen HC.","Clin Rehabil. 2023 Apr;37(4):516-533. doi: 10.1177/02692155221137698. Epub 2022 Nov 4.","Yang FA","Clin Rehabil","2023","2022/11/04","","","10.1177/02692155221137698"
"36330511","Optimized ventilation strategy for surgery on patients with obesity from the perspective of lung protection: A network meta-analysis","Wang J, Zeng J, Zhang C, Zheng W, Huang X, Zhao N, Duan G, Yu C.","Front Immunol. 2022 Oct 18;13:1032783. doi: 10.3389/fimmu.2022.1032783. eCollection 2022.","Wang J","Front Immunol","2022","2022/11/04","PMC9623268","","10.3389/fimmu.2022.1032783"
"36328114","Coronary angiography- or fractional flow reserve-guided complete revascularization in multivessel disease STEMI: A Bayesian hierarchical network meta-analysis","Archilletti F, Ricci F, Pelliccia F, Dangas G, Giuliani L, Radico F, Perfetti M, Rossi S, Gallina S, Maddestra N, Khanji MY, Zimarino M.","Int J Cardiol. 2023 Jan 1;370:122-128. doi: 10.1016/j.ijcard.2022.10.170. Epub 2022 Oct 31.","Archilletti F","Int J Cardiol","2023","2022/11/03","","","10.1016/j.ijcard.2022.10.170"
"36327917","Comparative Efficacy and Safety of Biological Agents in the Treatment of Lupus Nephritis: A Network Meta-Analysis","Lee YH, Song GG.","Pharmacology. 2023;108(1):17-26. doi: 10.1159/000527223. Epub 2022 Nov 3.","Lee YH","Pharmacology","2023","2022/11/03","PMC9843543","","10.1159/000527223"
"36326841","Network meta-analysis of sacubitril/valsartan for the treatment of essential hypertension","Zhang Y, Zhao X, Huang H, Li M.","Clin Res Cardiol. 2023 Jul;112(7):855-867. doi: 10.1007/s00392-022-02120-0. Epub 2022 Nov 3.","Zhang Y","Clin Res Cardiol","2023","2022/11/03","PMC10293449","","10.1007/s00392-022-02120-0"
"36326047","Network meta-analysis of the analgesic effectiveness of regional anaesthesia techniques for anterior cruciate ligament reconstruction","Hussain N, Brull R, Vannabouathong C, Speer J, Lagnese C, McCartney CJL, Abdallah FW.","Anaesthesia. 2023 Feb;78(2):207-224. doi: 10.1111/anae.15873. Epub 2022 Nov 3.","Hussain N","Anaesthesia","2023","2022/11/03","","","10.1111/anae.15873"
"36319652","The effectiveness of immunomodulatory therapies for patients with repeated implantation failure: a systematic review and network meta-analysis","Liu M, Yuan Y, Qiao Y, Tang Y, Sui X, Yin P, Yang D.","Sci Rep. 2022 Nov 1;12(1):18434. doi: 10.1038/s41598-022-21014-9.","Liu M","Sci Rep","2022","2022/11/02","PMC9626579","","10.1038/s41598-022-21014-9"
"36318524","Systematic review the efficacy and safety of cilostazol, pentoxifylline, beraprost in the treatment of intermittent claudication: A network meta-analysis","Liang X, Wang Y, Zhao C, Cao Y.","PLoS One. 2022 Nov 1;17(11):e0275392. doi: 10.1371/journal.pone.0275392. eCollection 2022.","Liang X","PLoS One","2022","2022/11/01","PMC9624404","","10.1371/journal.pone.0275392"
"36318341","Direct oral anticoagulants for venous thromboembolism in cancer patients: a systematic review and network meta-analysis","Wu S, Lv M, Chen J, Jiang S, Chen M, Fang Z, Zeng Z, Qian J, Xu W, Guan C, Zhang J.","Support Care Cancer. 2022 Dec;30(12):10407-10420. doi: 10.1007/s00520-022-07433-4. Epub 2022 Nov 1.","Wu S","Support Care Cancer","2022","2022/11/01","","","10.1007/s00520-022-07433-4"
"36317731","Comparative efficacy and safety of antiviral traditional Chinese medicine injections for viral pneumonia: a systematic review and network meta-analysis","Li MT, Wang J, Hu J, Wu HB, Deng WS, Qiu ZK, Chen JS.","Expert Rev Anti Infect Ther. 2022 Dec;20(12):1623-1641. doi: 10.1080/14787210.2022.2142119. Epub 2022 Nov 11.","Li MT","Expert Rev Anti Infect Ther","2022","2022/11/01","","","10.1080/14787210.2022.2142119"
"36316916","Comparative effectiveness of external therapies of traditional Chinese medicine and surgical treatments in pain management of postherpetic neuralgia: A protocol for a systematic review and network meta-analysis","Pan Z, Huang S, Ma T, Yuan R, Wang M, Luo R, Yu M, Li W, Zhang A, Wu J.","Medicine (Baltimore). 2022 Oct 28;101(43):e31517. doi: 10.1097/MD.0000000000031517.","Pan Z","Medicine (Baltimore)","2022","2022/11/01","PMC9622718","","10.1097/MD.0000000000031517"
"36316912","External treatment of traditional Chinese medicine for functional dyspepsia in children: Protocol for a systematic review and network meta-analysis","Cui J, Wang J, Wang Y, Zhang C, Hu G, Wang Z.","Medicine (Baltimore). 2022 Oct 28;101(43):e31597. doi: 10.1097/MD.0000000000031597.","Cui J","Medicine (Baltimore)","2022","2022/11/01","PMC9622658","","10.1097/MD.0000000000031597"
"36316436","Amino acids for the prevention of mortality and morbidity in preterm infants: a systematic review and network meta-analysis","Wang X, Sadeghirad B, Morgan RL, Zeratkaar D, Chang Y, Crandon HN, Couban R, Foroutan F, Florez ID.","Sci Rep. 2022 Oct 31;12(1):18333. doi: 10.1038/s41598-022-21318-w.","Wang X","Sci Rep","2022","2022/11/01","PMC9622873","","10.1038/s41598-022-21318-w"
"36314254","Are acupuncture and dry needling effective in the management of masticatory muscle pain: A network meta-analysis of randomised clinical trials","Al-Moraissi EA, Goddard G, Christidis N.","J Oral Rehabil. 2023 Jan;50(1):87-97. doi: 10.1111/joor.13382. Epub 2022 Nov 3.","Al-Moraissi EA","J Oral Rehabil","2023","2022/10/31","","","10.1111/joor.13382"
"36308909","Response to 'considerations regarding a network meta-analysis of targeted therapies for BRAF mutant unresectable or metastatic melanoma'","Corrie P, Meyer N, Berardi R, Guidoboni M, Schlueter M, Kolovos S, Macabeo B, Trouiller JB, Laramée P.","Cancer Treat Rev. 2022 Dec;111:102478. doi: 10.1016/j.ctrv.2022.102478. Epub 2022 Oct 22.","Corrie P","Cancer Treat Rev","2022","2022/10/29","","","10.1016/j.ctrv.2022.102478"
"36308849","The accuracy of breast MRI radiomic methodologies in predicting pathological complete response to neoadjuvant chemotherapy: A systematic review and network meta-analysis","O'Donnell JPM, Gasior SA, Davey MG, O'Malley E, Lowery AJ, McGarry J, O'Connell AM, Kerin MJ, McCarthy P.","Eur J Radiol. 2022 Dec;157:110561. doi: 10.1016/j.ejrad.2022.110561. Epub 2022 Oct 17.","O'Donnell JPM","Eur J Radiol","2022","2022/10/29","","","10.1016/j.ejrad.2022.110561"
"36308474","Perioperative prophylaxis for surgical site infections in pediatric spinal surgery: a systematic review and network meta-analysis","Shaffer A, Naik A, MacInnis B, Chen M, Ivankovic S, Paisan G, Garst JR, Hassaneen W, Arnold PM.","J Neurosurg Pediatr. 2022 Oct 28;31(1):43-51. doi: 10.3171/2022.9.PEDS22316. Print 2023 Jan 1.","Shaffer A","J Neurosurg Pediatr","2022","2022/10/29","","","10.3171/2022.9.PEDS22316"
"36307837","Short-term efficacy and adverse effects of collagenase clostridium histolyticum injections, percutaneous needle fasciotomy and limited fasciectomy in the treatment of Dupuytren's contracture: a network meta-analysis of randomized controlled trials","Obed D, Salim M, Schlottmann F, Bingoel AS, Panayi AC, Dastagir K, Vogt PM, Koenneker S.","BMC Musculoskelet Disord. 2022 Oct 28;23(1):939. doi: 10.1186/s12891-022-05894-6.","Obed D","BMC Musculoskelet Disord","2022","2022/10/29","PMC9615237","","10.1186/s12891-022-05894-6"
"36303282","Health State Utility Values Associated with Cochlear Implants in Adults: A Systematic Review and Network Meta-Analysis","Dixon PR, Shapiro J, Tomlinson G, Cottrell J, Lui JT, Falk L, Chen JM.","Ear Hear. 2023 Mar-Apr 01;44(2):244-253. doi: 10.1097/AUD.0000000000001287. Epub 2022 Oct 28.","Dixon PR","Ear Hear","2023","2022/10/28","","","10.1097/AUD.0000000000001287"
"36302574","Calibrating a network meta-analysis of diabetes trials of sodium glucose cotransporter 2 inhibitors, glucagon-like peptide-1 receptor analogues and dipeptidyl peptidase-4 inhibitors to a representative routine population: a systematic review protocol","Butterly E, Wei L, Adler AI, Almazam SAM, Alsallumi K, Blackbourn LAK, Dias S, Hanlon P, Hughes K, Lewsey J, Lindsay R, McGurnaghan S, Petrie J, Phillippo D, Sattar N, Tomlinson LA, Welton N, Wild S, McAllister D.","BMJ Open. 2022 Oct 27;12(10):e066491. doi: 10.1136/bmjopen-2022-066491.","Butterly E","BMJ Open","2022","2022/10/27","PMC9621152","","10.1136/bmjopen-2022-066491"
"36300362","Coronary angiography after cardiac arrest without ST-elevation myocardial infarction: a network meta-analysis","Heyne S, Macherey S, Meertens MM, Braumann S, Nießen FS, Tichelbäcker T, Baldus S, Adler C, Lee S.","Eur Heart J. 2023 Mar 21;44(12):1040-1054. doi: 10.1093/eurheartj/ehac611.","Heyne S","Eur Heart J","2023","2022/10/27","","","10.1093/eurheartj/ehac611"
"36298419","Network Meta-Analysis of Trials Testing If Home Exercise Programs Informed by Wearables Measuring Activity Improve Peripheral Artery Disease Related Walking Impairment","Thanigaimani S, Jin H, Silva MT, Golledge J.","Sensors (Basel). 2022 Oct 21;22(20):8070. doi: 10.3390/s22208070.","Thanigaimani S","Sensors (Basel)","2022","2022/10/27","PMC9611238","","10.3390/s22208070"
"36296910","Added Sugar, Sugar-Sweetened Beverages, and Artificially Sweetened Beverages and Risk of Cardiovascular Disease: Findings from the Women's Health Initiative and a Network Meta-Analysis of Prospective Studies","Yang B, Glenn AJ, Liu Q, Madsen T, Allison MA, Shikany JM, Manson JE, Chan KHK, Wu WC, Li J, Liu S, Lo K.","Nutrients. 2022 Oct 11;14(20):4226. doi: 10.3390/nu14204226.","Yang B","Nutrients","2022","2022/10/27","PMC9609206","","10.3390/nu14204226"
"36293575","Comparative Effectiveness of East Asian Traditional Medicine for Childhood Simple Obesity: A Systematic Review and Network Meta-Analysis","Lee B, Kwon CY.","Int J Environ Res Public Health. 2022 Oct 11;19(20):12994. doi: 10.3390/ijerph192012994.","Lee B","Int J Environ Res Public Health","2022","2022/10/27","PMC9602315","","10.3390/ijerph192012994"
"36289427","Efficacy, according to urodynamics, of OnabotulinumtoxinA compared with antimuscarinic drugs, for neurogenic detrusor overactivity: a systematic review and network meta-analysis","Xu R, Yang TX, Fang KW, Wang G, Li P.","Sci Rep. 2022 Oct 25;12(1):17905. doi: 10.1038/s41598-022-22765-1.","Xu R","Sci Rep","2022","2022/10/27","PMC9606369","","10.1038/s41598-022-22765-1"
"36288578","Comparison of Various Regional Analgesia Methods for Postoperative Analgesic Effects in Video-assisted Thoracoscopic Surgery: A Systematic Review and Network Meta-analysis","Zeng J, Tang ZH, Liang JQ, Wang F, Ma WH, Yu C, Xiong H, Chen Q.","Pain Physician. 2022 Oct;25(7):E917-E930.","Zeng J","Pain Physician","2022","2022/10/26","","",""
"36287975","The Efficacy of Additives for the Mitigation of Aflatoxins in Animal Feed: A Systematic Review and Network Meta-Analysis","Kolawole O, Siri-Anusornsak W, Petchkongkaw A, Meneely J, Elliott C.","Toxins (Basel). 2022 Oct 15;14(10):707. doi: 10.3390/toxins14100707.","Kolawole O","Toxins (Basel)","2022","2022/10/26","PMC9607122","","10.3390/toxins14100707"
"36287403","Effectiveness of auriculotherapy for anxiety, stress or burnout in health professionals: a network meta-analysis","Munhoz OL, Morais BX, Santos WMD, Paula CC, Magnago TSBS.","Rev Lat Am Enfermagem. 2022 Oct 17;30:e3708. doi: 10.1590/1518-8345.6219.3708. eCollection 2022.","Munhoz OL","Rev Lat Am Enfermagem","2022","2022/10/26","PMC9580986","","10.1590/1518-8345.6219.3708"
"36283960","Network meta-interpolation: Effect modification adjustment in network meta-analysis using subgroup analyses","Harari O, Soltanifar M, Cappelleri JC, Verhoek A, Ouwens M, Daly C, Heeg B.","Res Synth Methods. 2023 Mar;14(2):211-233. doi: 10.1002/jrsm.1608. Epub 2022 Nov 4.","Harari O","Res Synth Methods","2023","2022/10/25","","","10.1002/jrsm.1608"
"36283862","Oral gonadotropin-releasing hormone antagonists for treating endometriosis-associated pain: a systematic review and network meta-analysis","Yan H, Shi J, Li X, Dai Y, Wu Y, Zhang J, Gu Z, Zhang C, Leng J.","Fertil Steril. 2022 Dec;118(6):1102-1116. doi: 10.1016/j.fertnstert.2022.08.856. Epub 2022 Oct 22.","Yan H","Fertil Steril","2022","2022/10/25","","","10.1016/j.fertnstert.2022.08.856"
"36283479","Comparative effectiveness of prophylactic strategies for preeclampsia: a network meta-analysis of randomized controlled trials","Liu YH, Zhang YS, Chen JY, Wang ZJ, Liu YX, Li JQ, Xu XJ, Xie NJ, Lye S, Tan N, Duan CY, Wei YX, He PC.","Am J Obstet Gynecol. 2023 May;228(5):535-546. doi: 10.1016/j.ajog.2022.10.014. Epub 2022 Oct 23.","Liu YH","Am J Obstet Gynecol","2023","2022/10/25","","","10.1016/j.ajog.2022.10.014"
"36281144","Efficacy and safety of dual antiplatelet therapy after percutaneous coronary drug-eluting stenting: A network meta-analysis","Luo L, Wang S, Tang K, Yang X, Wu J, Wang D, Xu L, Feng T, Li D, Ran J, Li D, Zhang L, Zhao D.","Medicine (Baltimore). 2022 Oct 21;101(42):e31158. doi: 10.1097/MD.0000000000031158.","Luo L","Medicine (Baltimore)","2022","2022/10/25","PMC9592305","","10.1097/MD.0000000000031158"
"36281097","Comparative effectiveness of different platelet-rich plasma for arthroscopic rotator cuff repair: A protocol for systematic review and network meta-analysis","Shen W, Wang W, Xue Y, Shi J, Pu Z, Gao Q.","Medicine (Baltimore). 2022 Oct 21;101(42):e31260. doi: 10.1097/MD.0000000000031260.","Shen W","Medicine (Baltimore)","2022","2022/10/25","PMC9592368","","10.1097/MD.0000000000031260"
"36279123","Efficacy of biologics in root coverage and gingival augmentation therapy: An American Academy of Periodontology best evidence systematic review and network meta-analysis","Chambrone L, Barootchi S, Avila-Ortiz G.","J Periodontol. 2022 Dec;93(12):1771-1802. doi: 10.1002/JPER.22-0075. Epub 2022 Oct 24.","Chambrone L","J Periodontol","2022","2022/10/24","","","10.1002/JPER.22-0075"
"36279121","Efficacy of biologics for the treatment of periodontal infrabony defects: An American Academy of Periodontology best evidence systematic review and network meta-analysis","Tavelli L, Chen CJ, Barootchi S, Kim DM.","J Periodontol. 2022 Dec;93(12):1803-1826. doi: 10.1002/JPER.22-0120. Epub 2022 Oct 24.","Tavelli L","J Periodontol","2022","2022/10/24","","","10.1002/JPER.22-0120"
"36278995","Minimally invasive management of concomitant gallstones and common bile duct stones: an updated network meta-analysis of randomized controlled trials","Zhu J, Wang G, Xie B, Jiang Z, Xiao W, Li Y.","Surg Endosc. 2023 Mar;37(3):1683-1693. doi: 10.1007/s00464-022-09723-8. Epub 2022 Oct 24.","Zhu J","Surg Endosc","2023","2022/10/24","","","10.1007/s00464-022-09723-8"
"36273725","Comparative Effects of Interventions on Phantom Limb Pain: A Network Meta-Analysis","Wang J, Fan J, Gc R, Zhao J.","World Neurosurg. 2023 Feb;170:e45-e56. doi: 10.1016/j.wneu.2022.10.060. Epub 2022 Oct 21.","Wang J","World Neurosurg","2023","2022/10/23","","","10.1016/j.wneu.2022.10.060"
"36272700","Effect of corticosteroids in patients with COVID-19: a Bayesian network meta-analysis","Wang X, Wen D, He Q, Yang J, You C, Tao C, Ma L.","Int J Infect Dis. 2022 Dec;125:84-92. doi: 10.1016/j.ijid.2022.10.021. Epub 2022 Oct 20.","Wang X","Int J Infect Dis","2022","2022/10/22","PMC9581790","","10.1016/j.ijid.2022.10.021"
"36272270","Cilostazol-based dual anti-platelet agents for Asian patients: An updated network meta-analysis","Jung SJ, Shim SR, Kim BJ, Jung JM.","J Neurol Sci. 2022 Nov 15;442:120457. doi: 10.1016/j.jns.2022.120457. Epub 2022 Oct 8.","Jung SJ","J Neurol Sci","2022","2022/10/22","","","10.1016/j.jns.2022.120457"
"36271367","Efficacy and evaluation of therapeutic exercises on adults with Parkinson's disease: a systematic review and network meta-analysis","Yang Y, Wang G, Zhang S, Wang H, Zhou W, Ren F, Liang H, Wu D, Ji X, Hashimoto M, Wei J.","BMC Geriatr. 2022 Oct 21;22(1):813. doi: 10.1186/s12877-022-03510-9.","Yang Y","BMC Geriatr","2022","2022/10/22","PMC9587576","","10.1186/s12877-022-03510-9"
"36269706","Oral traditional Chinese patent medicines combined with non-steroidal anti-inflammatory drugs for primary dysmenorrhea: A protocol for Bayesian network meta-analysis and systematic review","Chen Z, Peng Y, Qiang X, Song G, Yang F, Pang B, Wang H.","PLoS One. 2022 Oct 21;17(10):e0276129. doi: 10.1371/journal.pone.0276129. eCollection 2022.","Chen Z","PLoS One","2022","2022/10/21","PMC9586373","","10.1371/journal.pone.0276129"
"36266486","Comparative effectiveness of neutralising monoclonal antibodies in high risk COVID-19 patients: a Bayesian network meta-analysis","McConnell D, Harte M, Walsh C, Murphy D, Nichol A, Barry M, Adams R.","Sci Rep. 2022 Oct 20;12(1):17561. doi: 10.1038/s41598-022-22431-6.","McConnell D","Sci Rep","2022","2022/10/20","PMC9583057","","10.1038/s41598-022-22431-6"
"36266185","Some conservative interventions are more effective than others for people with chronic non-specific neck pain: a systematic review and network meta-analysis","Castellini G, Pillastrini P, Vanti C, Bargeri S, Giagio S, Bordignon E, Fasciani F, Marzioni F, Innocenti T, Chiarotto A, Gianola S, Bertozzi L.","J Physiother. 2022 Oct;68(4):244-254. doi: 10.1016/j.jphys.2022.09.007. Epub 2022 Oct 17.","Castellini G","J Physiother","2022","2022/10/20","","","10.1016/j.jphys.2022.09.007"
"36265647","Revascularization strategies versus optimal medical therapy in chronic coronary syndrome: A network meta-analysis","Galli M, Benenati S, Zito A, Capodanno D, Zoccai GB, Ortega-Paz L, Iaconelli A, D'Amario D, Porto I, Burzotta F, Trani C, De Caterina R, Gaudino M, Escaned J, Angiolillo DJ, Crea F.","Int J Cardiol. 2023 Jan 1;370:58-64. doi: 10.1016/j.ijcard.2022.10.023. Epub 2022 Oct 18.","Galli M","Int J Cardiol","2023","2022/10/20","","","10.1016/j.ijcard.2022.10.023"
"36265208","Neoadjuvant therapy in triple-negative breast cancer: A systematic review and network meta-analysis","Lin YY, Gao HF, Yang X, Zhu T, Zheng XX, Ji F, Zhang LL, Yang CQ, Yang M, Li JQ, Cheng MY, Wang K.","Breast. 2022 Dec;66:126-135. doi: 10.1016/j.breast.2022.08.006. Epub 2022 Aug 20.","Lin YY","Breast","2022","2022/10/20","PMC9587342","","10.1016/j.breast.2022.08.006"
"36261656","Comparison of different treatments for HPV+ oropharyngeal carcinoma: a network meta-analysis","Petrelli F, Nardone M, Trevisan F, Carioli D, Falasca V, De Stefani A, Capriotti V, Gurizzan C, Lorini L, Berruti A, Luciani A, Bossi P.","Eur Arch Otorhinolaryngol. 2023 Mar;280(3):963-971. doi: 10.1007/s00405-022-07710-2. Epub 2022 Oct 20.","Petrelli F","Eur Arch Otorhinolaryngol","2023","2022/10/19","","","10.1007/s00405-022-07710-2"
"36259780","Complications of pectoralis major myo-cutaneous flap, anterolateral thigh flap and radial forearm free flap after total laryngectomy with partial pharyngectomy: A systematic review and network meta-analysis","Costantino A, Festa BM, Kim SH, Baik FM, Wang CC, Pirola F, Malvezzi L, Spriano G, Mercante G, De Virgilio A.","Microsurgery. 2023 Mar;43(3):286-296. doi: 10.1002/micr.30977. Epub 2022 Oct 19.","Costantino A","Microsurgery","2023","2022/10/19","","","10.1002/micr.30977"
"36258003","Prophylactic antibiotics for postcataract surgery endophthalmitis: a systematic review and network meta-analysis of 6.8 million eyes","Kato A, Horita N, Namkoong H, Nomura E, Masuhara N, Kaneko T, Mizuki N, Takeuchi M.","Sci Rep. 2022 Oct 18;12(1):17416. doi: 10.1038/s41598-022-21423-w.","Kato A","Sci Rep","2022","2022/10/18","PMC9579149","","10.1038/s41598-022-21423-w"
"36257717","Efficacy of Diet on Fatigue and Quality of Life in Multiple Sclerosis: A Systematic Review and Network Meta-analysis of Randomized Trials","Snetselaar LG, Cheek JJ, Fox SS, Healy HS, Schweizer ML, Bao W, Kamholz J, Titcomb TJ.","Neurology. 2023 Jan 24;100(4):e357-e366. doi: 10.1212/WNL.0000000000201371. Epub 2022 Oct 18.","Snetselaar LG","Neurology","2023","2022/10/18","PMC12326367","","10.1212/WNL.0000000000201371"
"36257125","Impact of inhaled fluticasone propionate/salmeterol on health-related quality of life in asthma: A network meta-analysis","Maneechotesuwan K, Singh D, Fritscher LG, Dursunoglu N, P G A, Phansalkar A, Aggarwal B, Pizzichini E, Chorazy J, Burnett H.","Respir Med. 2022 Nov;203:106993. doi: 10.1016/j.rmed.2022.106993. Epub 2022 Sep 21.","Maneechotesuwan K","Respir Med","2022","2022/10/18","","","10.1016/j.rmed.2022.106993"
"36256701","Bed rest duration and complications after transfemoral cardiac catheterization: a network meta-analysis","Busca E, Airoldi C, Bertoncini F, Buratti G, Casarotto R, Gaboardi S, Faggiano F, Barisone M, White IR, Allara E, Dal Molin A.","Eur J Cardiovasc Nurs. 2023 Jul 19;22(5):454-462. doi: 10.1093/eurjcn/zvac098.","Busca E","Eur J Cardiovasc Nurs","2023","2022/10/18","PMC10353909","","10.1093/eurjcn/zvac098"
"36254594","Comments on ""Comparison of different neoadjuvant treatments for resectable locoregional esophageal cancer: A systematic review and network meta-analysis""","Tsang YM, Hsu CX, Shueng PW.","Thorac Cancer. 2022 Dec;13(23):3436. doi: 10.1111/1759-7714.14698. Epub 2022 Oct 18.","Tsang YM","Thorac Cancer","2022","2022/10/18","PMC9715774","","10.1111/1759-7714.14698"
